sample_id,row_index,audio_column,transcript,n_segments,n_target_text_tokens,segment_idx,segment_rank_abs_sv,segment_token,segment_sv,segment_abs_sv,segment_abs_sv_share,base_logprob,deleted_logprob,logprob_drop,cumulative_logprob,cumulative_logprob_drop,cumulative_n_deleted,segment_start_sec,segment_end_sec,runtime_sec
1,1,audio__original,A FRENCHMAN YOUR NAME,4,12,0,1,A,0.47368425130844116,0.47368425130844116,0.4736842226009771,-1.0390220295909482,-0.9030299276976924,-0.13599210189325583,-0.9030299276976924,-0.13599210189325583,1,0.3214375,0.4415625,0.5573542772499422
1,1,audio__original,A FRENCHMAN YOUR NAME,4,12,3,2,NAME,0.34210526943206787,0.34210526943206787,0.34210524869890074,-1.0390220295909482,-1.0586647943321925,0.019642764741244267,-1.1323033277537131,0.09328129816276487,2,1.99725,2.228375,0.5573542772499422
1,1,audio__original,A FRENCHMAN YOUR NAME,4,12,2,3,YOUR,0.18421053886413574,0.18421053886413574,0.18421052770012214,-1.0390220295909482,-1.2558719928686817,0.21684996327773343,-1.1686023684742395,0.12958033888329124,3,1.1801875,1.906875,0.5573542772499422
1,1,audio__original,A FRENCHMAN YOUR NAME,4,12,1,4,FRENCHMAN,0.0,0.0,0.0,-1.0390220295909482,-0.9489976018564145,-0.09002442773453379,-1.0299657575863723,-0.009056272004575927,4,0.48175,1.003625,0.5573542772499422
6,6,audio__original,AHEM A COMMON RUMOR,4,12,0,1,AHEM,0.25,0.25,0.24999999974999998,-0.9992814026772976,-1.133857270081838,0.1345758674045403,-1.133857270081838,0.1345758674045403,1,0.1006875,0.5220625,0.4708858154999689
6,6,audio__original,AHEM A COMMON RUMOR,4,12,1,2,A,0.25,0.25,0.24999999974999998,-0.9992814026772976,-1.608438706646363,0.6091573039690654,-1.4467202425003052,0.4474388398230076,2,0.63025,1.164625,0.4708858154999689
6,6,audio__original,AHEM A COMMON RUMOR,4,12,2,3,COMMON,0.25,0.25,0.24999999974999998,-0.9992814026772976,-3.1557832285761833,2.1565018258988857,-4.113104434063037,3.1138230313857393,3,1.20475,1.5963125,0.4708858154999689
6,6,audio__original,AHEM A COMMON RUMOR,4,12,3,4,RUMOR,0.25,0.25,0.24999999974999998,-0.9992814026772976,-2.504532879218459,1.5052514765411615,-4.0858655869960785,3.086584184318781,4,1.6565625,2.007625,0.4708858154999689
