alpha,beta,mean_auto_click,std_auto_click,n_stimuli,rank,mean_spectral_flux,std_spectral_flux
0.5,0.5,0.4437011640157664,0.1414972938729752,3690,1,0.05237122048406733,0.01412978712373572
0.8,0.19999999999999996,0.44637858265113256,0.14605542048970052,3690,2,0.052648702854815294,0.014335475203612613
0.6,0.4,0.44728616514576486,0.1450710649345106,3690,3,0.05249569929524598,0.014542724242306551
0.9,0.09999999999999998,0.44860918570411185,0.1439139005426489,3690,4,0.052582131291946325,0.014224155845164881
0.7,0.30000000000000004,0.4488674653363597,0.1466239363061227,3690,5,0.05235542928221004,0.014280786194191208
