sample_id,n_segments,present_mask,coalition_size,util_emb,util_tfidf
1,6,63,6,1.0,1.0000000000000002
1,6,0,0,0.7699972987174988,0.2357022603955159
1,6,1,1,0.8048152923583984,0.7302967433402217
1,6,2,1,0.7521111965179443,0.2886751345948129
1,6,4,1,0.7146698236465454,0.2357022603955159
1,6,8,1,0.770099937915802,0.4082482904638631
1,6,16,1,0.8333978652954102,0.6123724356957946
1,6,32,1,0.7816053628921509,0.4082482904638631
1,6,3,2,0.8048152923583984,0.7302967433402217
1,6,5,2,0.8135355710983276,0.6666666666666669
1,6,9,2,0.8359249830245972,0.7302967433402217
1,6,17,2,0.867570698261261,0.8333333333333336
1,6,33,2,0.828535795211792,0.6804138174397717
1,6,6,2,0.7142155170440674,0.4082482904638631
1,6,10,2,0.8792703747749329,0.5477225575051663
1,6,18,2,0.8554139733314514,0.7071067811865477
1,6,34,2,0.7490307092666626,0.4714045207910318
1,6,12,2,0.8040620684623718,0.2357022603955159
1,6,20,2,0.8338850140571594,0.6123724356957946
1,6,36,2,0.7593546509742737,0.4082482904638631
1,6,24,2,0.951483428478241,0.7302967433402217
1,6,40,2,0.7621850967407227,0.20412414523193154
1,6,48,2,0.8333978652954102,0.6123724356957946
1,6,7,3,0.8135355710983276,0.6666666666666669
1,6,11,3,0.8359249830245972,0.7302967433402217
1,6,19,3,0.882300853729248,0.912870929175277
1,6,35,3,0.828535795211792,0.6804138174397717
1,6,13,3,0.8359249830245972,0.7302967433402217
1,6,21,3,0.8728398084640503,0.8333333333333336
1,6,37,3,0.828535795211792,0.6804138174397717
1,6,25,3,1.0,1.0000000000000002
1,6,41,3,0.8407503366470337,0.7302967433402217
1,6,49,3,0.867570698261261,0.8333333333333336
1,6,14,3,0.8792703747749329,0.5477225575051663
1,6,22,3,0.8425954580307007,0.7302967433402217
1,6,38,3,0.7355356812477112,0.4082482904638631
1,6,26,3,0.9535566568374634,0.8333333333333336
1,6,42,3,0.7165469527244568,0.4082482904638631
1,6,50,3,0.8401520848274231,0.7302967433402217
1,6,28,3,0.951483428478241,0.7302967433402217
1,6,44,3,0.8102117776870728,0.2357022603955159
1,6,52,3,0.8338850140571594,0.6123724356957946
1,6,56,3,0.8394229412078857,0.5000000000000001
1,6,15,4,0.796406626701355,0.6123724356957946
1,6,23,4,0.8728398084640503,0.8333333333333336
1,6,39,4,0.828535795211792,0.6804138174397717
1,6,27,4,1.0,1.0000000000000002
1,6,43,4,0.8374264240264893,0.7302967433402217
1,6,51,4,0.867570698261261,0.8333333333333336
1,6,29,4,1.0,1.0000000000000002
1,6,45,4,0.9219603538513184,0.7302967433402217
1,6,53,4,0.8728398084640503,0.8333333333333336
1,6,57,4,1.0,1.0000000000000002
1,6,30,4,0.9535566568374634,0.8333333333333336
1,6,46,4,0.8792703747749329,0.5477225575051663
1,6,54,4,0.8425954580307007,0.7302967433402217
1,6,58,4,0.9535566568374634,0.8333333333333336
1,6,60,4,0.951483428478241,0.7302967433402217
1,6,31,5,1.0,1.0000000000000002
1,6,47,5,0.9219603538513184,0.7302967433402217
1,6,55,5,0.8728398084640503,0.8333333333333336
1,6,59,5,1.0,1.0000000000000002
1,6,61,5,1.0,1.0000000000000002
1,6,62,5,0.9522380828857422,0.7302967433402217
2,6,63,6,1.0,1.0000000000000002
2,6,0,0,0.7428809404373169,0.0
2,6,1,1,0.7897094488143921,0.4714045207910318
2,6,2,1,0.7586065530776978,0.2357022603955159
2,6,4,1,0.7974141836166382,0.0
2,6,8,1,0.7134053707122803,0.0
2,6,16,1,0.9240844249725342,0.4082482904638631
2,6,32,1,0.7119301557540894,0.0
2,6,3,2,0.7858516573905945,0.3333333333333334
2,6,5,2,0.8826863169670105,0.8164965809277261
2,6,9,2,0.7887318134307861,0.5000000000000001
2,6,17,2,0.8070031404495239,0.5000000000000001
2,6,33,2,0.7942682504653931,0.6666666666666669
2,6,6,2,0.8801320195198059,0.8333333333333336
2,6,10,2,0.7466440796852112,0.3651483716701108
2,6,18,2,0.8941186666488647,0.6666666666666669
2,6,34,2,0.7831485271453857,0.3651483716701108
2,6,12,2,0.8790650367736816,0.6666666666666669
2,6,20,2,0.8822898864746094,0.5000000000000001
2,6,36,2,0.8437331914901733,0.6123724356957946
2,6,24,2,0.9605650901794434,0.8333333333333336
2,6,40,2,0.7674208283424377,0.4082482904638631
2,6,48,2,0.7922168970108032,0.2357022603955159
2,6,7,3,0.87852942943573,0.7071067811865477
2,6,11,3,0.7842944860458374,0.5477225575051663
2,6,19,3,0.8138599991798401,0.5000000000000001
2,6,35,3,0.7873478531837463,0.5000000000000001
2,6,13,3,0.8826863169670105,0.8164965809277261
2,6,21,3,0.8870440721511841,0.6666666666666669
2,6,37,3,0.8801320195198059,0.8333333333333336
2,6,25,3,0.9297803640365601,0.8333333333333336
2,6,41,3,0.7915757298469543,0.6666666666666669
2,6,49,3,0.8138599991798401,0.5000000000000001
2,6,14,3,0.8224231600761414,0.6666666666666669
2,6,22,3,0.9981122016906738,0.7302967433402217
2,6,38,3,0.8801320195198059,0.8333333333333336
2,6,26,3,1.0,1.0000000000000002
2,6,42,3,0.7915757298469543,0.6666666666666669
2,6,50,3,0.8138599991798401,0.5000000000000001
2,6,28,3,1.0,1.0000000000000002
2,6,44,3,0.8802517056465149,0.912870929175277
2,6,52,3,0.9044846296310425,0.6666666666666669
2,6,56,3,0.7627146244049072,0.15430334996209197
2,6,15,4,0.8183790445327759,0.5443310539518174
2,6,23,4,0.9044846296310425,0.6666666666666669
2,6,39,4,0.8727988004684448,0.6666666666666669
2,6,27,4,0.9297803640365601,0.8333333333333336
2,6,43,4,0.7915757298469543,0.6666666666666669
2,6,51,4,0.8138599991798401,0.5000000000000001
2,6,29,4,1.0,1.0000000000000002
2,6,45,4,0.8563653826713562,0.8333333333333336
2,6,53,4,0.9044846296310425,0.6666666666666669
2,6,57,4,0.9297803640365601,0.8333333333333336
2,6,30,4,1.0,1.0000000000000002
2,6,46,4,0.8802517056465149,0.912870929175277
2,6,54,4,0.9044846296310425,0.6666666666666669
2,6,58,4,0.9475951194763184,0.8333333333333336
2,6,60,4,1.0,1.0000000000000002
2,6,31,5,1.0,1.0000000000000002
2,6,47,5,0.8583781123161316,0.8333333333333336
2,6,55,5,0.9044846296310425,0.6666666666666669
2,6,59,5,0.9297803640365601,0.8333333333333336
2,6,61,5,1.0,1.0000000000000002
2,6,62,5,1.0,1.0000000000000002
3,4,15,4,1.0,1.0
3,4,0,0,0.7730812430381775,0.0
3,4,1,1,0.7816009521484375,0.3535533905932738
3,4,2,1,0.8524093627929688,0.5
3,4,4,1,0.7465002536773682,0.0
3,4,8,1,0.7424098253250122,0.0
3,4,3,2,0.8727213144302368,0.75
3,4,5,2,0.7781075239181519,0.18898223650461365
3,4,9,2,0.813602089881897,0.5
3,4,6,2,0.8209402561187744,0.0
3,4,10,2,0.951692521572113,0.3535533905932738
3,4,12,2,0.8578817844390869,0.0
3,4,7,3,0.8727213144302368,0.75
3,4,11,3,1.0,1.0
3,4,13,3,0.8416073322296143,0.25
3,4,14,3,0.8657951951026917,0.0
4,3,7,3,1.0,1.0000000000000004
4,3,0,0,0.9242749810218811,0.6761234037828134
4,3,1,1,0.9242749810218811,0.6761234037828134
4,3,2,1,0.9242749810218811,0.6761234037828134
4,3,4,1,0.9698075652122498,0.8451542547285168
4,3,3,2,0.9242749810218811,0.6761234037828134
4,3,5,2,1.0,1.0000000000000004
4,3,6,2,1.0,1.0000000000000004
6,7,127,7,1.0000001192092896,1.0000000000000002
6,7,0,0,0.7360533475875854,0.0
6,7,1,1,0.7974388599395752,0.5962847939999439
6,7,2,1,0.7298064231872559,0.0
6,7,4,1,0.870724618434906,0.816496580927726
6,7,8,1,0.7294837832450867,0.16666666666666666
6,7,16,1,0.7458869218826294,0.0
6,7,32,1,0.8716259002685547,0.3333333333333333
6,7,64,1,0.7181450724601746,0.0
6,7,3,2,0.7974388599395752,0.5962847939999439
6,7,5,2,0.8987233638763428,0.8819171036881968
6,7,9,2,0.8076340556144714,0.7559289460184544
6,7,17,2,0.8008721470832825,0.5
6,7,33,2,0.9633170366287231,0.8888888888888891
6,7,65,2,0.9476112127304077,0.9428090415820635
6,7,6,2,0.8596168756484985,0.6666666666666666
6,7,10,2,0.7360533475875854,0.0
6,7,18,2,0.7382507920265198,0.0
6,7,34,2,0.8716259002685547,0.3333333333333333
6,7,66,2,0.8847637176513672,0.3333333333333333
6,7,12,2,0.870724618434906,0.816496580927726
6,7,20,2,0.8596168756484985,0.6666666666666666
6,7,36,2,0.9223831295967102,0.7378647873726218
6,7,68,2,0.9210482835769653,0.8819171036881968
6,7,24,2,0.7422529458999634,0.13608276348795434
6,7,40,2,0.8458075523376465,0.24253562503633294
6,7,72,2,0.8847637176513672,0.3333333333333333
6,7,48,2,0.8716259002685547,0.3333333333333333
6,7,80,2,0.8847637176513672,0.3333333333333333
6,7,96,2,0.9576742649078369,0.4714045207910317
6,7,7,3,0.8987233638763428,0.8819171036881968
6,7,11,3,0.8076340556144714,0.7559289460184544
6,7,19,3,0.7974388599395752,0.5962847939999439
6,7,35,3,0.9633170366287231,0.8888888888888891
6,7,67,3,0.9476112127304077,0.9428090415820635
6,7,13,3,0.8987233638763428,0.8819171036881968
6,7,21,3,0.8129787445068359,0.34815531191139576
6,7,37,3,0.8606178164482117,0.4216370213557839
6,7,69,3,0.9476112127304077,0.9428090415820635
6,7,25,3,0.7984753251075745,0.5962847939999439
6,7,41,3,0.9633170366287231,0.8888888888888891
6,7,73,3,0.9476112127304077,0.9428090415820635
6,7,49,3,0.9633170366287231,0.8888888888888891
6,7,81,3,0.9476112127304077,0.9428090415820635
6,7,97,3,1.0000001192092896,1.0000000000000002
6,7,14,3,0.8596168756484985,0.6666666666666666
6,7,22,3,0.8596168756484985,0.6666666666666666
6,7,38,3,0.9420871734619141,0.8249579113843055
6,7,70,3,0.9150192737579346,0.7453559924999299
6,7,26,3,0.7311881184577942,0.19245008972987526
6,7,42,3,0.9010524749755859,0.6666666666666666
6,7,74,3,0.8847637176513672,0.3333333333333333
6,7,50,3,0.8716259002685547,0.3333333333333333
6,7,82,3,0.8847637176513672,0.3333333333333333
6,7,98,3,0.9576742649078369,0.4714045207910317
6,7,28,3,0.870724618434906,0.816496580927726
6,7,44,3,0.8606178164482117,0.4216370213557839
6,7,76,3,0.9210482835769653,0.8819171036881968
6,7,52,3,0.8524475693702698,0.4444444444444445
6,7,84,3,0.9150192737579346,0.7453559924999299
6,7,100,3,0.9694586396217346,0.9428090415820635
6,7,56,3,0.9582231044769287,0.23570226039551584
6,7,88,3,0.8847637176513672,0.3333333333333333
6,7,104,3,0.8889716863632202,0.7453559924999299
6,7,112,3,0.9528157711029053,0.8333333333333333
6,7,15,4,0.8987233638763428,0.8819171036881968
6,7,23,4,0.8129787445068359,0.34815531191139576
6,7,39,4,0.9633170366287231,0.8888888888888891
6,7,71,4,0.9476112127304077,0.9428090415820635
6,7,27,4,0.8113881945610046,0.7559289460184544
6,7,43,4,0.9633170366287231,0.8888888888888891
6,7,75,4,0.9476112127304077,0.9428090415820635
6,7,51,4,0.9633170366287231,0.8888888888888891
6,7,83,4,0.9476112127304077,0.9428090415820635
6,7,99,4,1.0000001192092896,1.0000000000000002
6,7,29,4,0.8987233638763428,0.8819171036881968
6,7,45,4,0.9596189856529236,0.9428090415820635
6,7,77,4,0.9476112127304077,0.9428090415820635
6,7,53,4,0.8559967279434204,0.4444444444444445
6,7,85,4,0.9476112127304077,0.9428090415820635
6,7,101,4,1.0000001192092896,1.0000000000000002
6,7,57,4,0.9633170366287231,0.8888888888888891
6,7,89,4,0.9476112127304077,0.9428090415820635
6,7,105,4,1.0000001192092896,1.0000000000000002
6,7,113,4,1.0000001192092896,1.0000000000000002
6,7,30,4,0.8596168756484985,0.6666666666666666
6,7,46,4,0.8524475693702698,0.4444444444444445
6,7,78,4,0.9150192737579346,0.7453559924999299
6,7,54,4,0.9420871734619141,0.8249579113843055
6,7,86,4,0.9150192737579346,0.7453559924999299
6,7,102,4,0.9657087326049805,0.816496580927726
6,7,58,4,0.8716259002685547,0.3333333333333333
6,7,90,4,0.8847637176513672,0.3333333333333333
6,7,106,4,0.9473973512649536,0.7453559924999299
6,7,114,4,0.9576742649078369,0.4714045207910317
6,7,60,4,0.8606178164482117,0.4216370213557839
6,7,92,4,0.9210482835769653,0.8819171036881968
6,7,108,4,0.9694586396217346,0.9428090415820635
6,7,116,4,0.9694586396217346,0.9428090415820635
6,7,120,4,0.9107900261878967,0.7453559924999299
6,7,31,5,0.8987233638763428,0.8819171036881968
6,7,47,5,0.9596189856529236,0.9428090415820635
6,7,79,5,0.9476112127304077,0.9428090415820635
6,7,55,5,0.86308354139328,0.4444444444444445
6,7,87,5,0.9476112127304077,0.9428090415820635
6,7,103,5,1.0000001192092896,1.0000000000000002
6,7,59,5,0.9633170366287231,0.8888888888888891
6,7,91,5,0.9476112127304077,0.9428090415820635
6,7,107,5,1.0000001192092896,1.0000000000000002
6,7,115,5,1.0000001192092896,1.0000000000000002
6,7,61,5,0.9596189856529236,0.9428090415820635
6,7,93,5,0.9476112127304077,0.9428090415820635
6,7,109,5,1.0000001192092896,1.0000000000000002
6,7,117,5,1.0000001192092896,1.0000000000000002
6,7,121,5,1.0000001192092896,1.0000000000000002
6,7,62,5,0.8524475693702698,0.4444444444444445
6,7,94,5,0.9150192737579346,0.7453559924999299
6,7,110,5,0.9657087326049805,0.816496580927726
6,7,118,5,0.9657087326049805,0.816496580927726
6,7,122,5,0.9473973512649536,0.7453559924999299
6,7,124,5,0.9694586396217346,0.9428090415820635
6,7,63,6,0.9633170366287231,0.8888888888888891
6,7,95,6,0.9476112127304077,0.9428090415820635
6,7,111,6,1.0000001192092896,1.0000000000000002
6,7,119,6,1.0000001192092896,1.0000000000000002
6,7,123,6,1.0000001192092896,1.0000000000000002
6,7,125,6,1.0000001192092896,1.0000000000000002
6,7,126,6,0.9657087326049805,0.816496580927726
7,7,127,7,1.0,1.0000000000000004
7,7,0,0,0.8052235841751099,0.18898223650461365
7,7,1,1,0.8726502060890198,0.6546536707079773
7,7,2,1,0.7730212211608887,0.18898223650461365
7,7,4,1,0.8991646766662598,0.3779644730092273
7,7,8,1,0.7692652344703674,0.0
7,7,16,1,0.9074638485908508,0.7559289460184546
7,7,32,1,0.7634335160255432,0.18898223650461365
7,7,64,1,0.8058062195777893,0.0
7,7,3,2,0.8726502060890198,0.6546536707079773
7,7,5,2,0.9940654635429382,0.7142857142857146
7,7,9,2,0.8814159035682678,0.566946709513841
7,7,17,2,1.0,1.0000000000000004
7,7,33,2,1.0,1.0000000000000004
7,7,65,2,0.8500131964683533,0.566946709513841
7,7,6,2,0.7737334966659546,0.06131393394849661
7,7,10,2,0.7730212211608887,0.18898223650461365
7,7,18,2,0.9074638485908508,0.7559289460184546
7,7,34,2,0.7770631313323975,0.26726124191242445
7,7,66,2,0.8058062195777893,0.0
7,7,12,2,0.9283525943756104,0.5070925528371101
7,7,20,2,0.8842431306838989,0.14285714285714293
7,7,36,2,1.0,1.0000000000000004
7,7,68,2,0.9355591535568237,0.8451542547285168
7,7,24,2,0.9074638485908508,0.7559289460184546
7,7,40,2,0.8595355153083801,0.46291004988627593
7,7,72,2,0.8058062195777893,0.0
7,7,48,2,0.9074638485908508,0.7559289460184546
7,7,80,2,0.9074638485908508,0.7559289460184546
7,7,96,2,0.7675122022628784,0.18898223650461365
7,7,7,3,0.9940654635429382,0.7142857142857146
7,7,11,3,0.9940654635429382,0.7142857142857146
7,7,19,3,1.0,1.0000000000000004
7,7,35,3,1.0,1.0000000000000004
7,7,67,3,0.8500131964683533,0.566946709513841
7,7,13,3,0.9940654635429382,0.7142857142857146
7,7,21,3,1.0,1.0000000000000004
7,7,37,3,1.0,1.0000000000000004
7,7,69,3,0.9940654635429382,0.7142857142857146
7,7,25,3,1.0,1.0000000000000004
7,7,41,3,1.0,1.0000000000000004
7,7,73,3,0.8500131964683533,0.566946709513841
7,7,49,3,1.0,1.0000000000000004
7,7,81,3,1.0,1.0000000000000004
7,7,97,3,1.0,1.0000000000000004
7,7,14,3,0.9940654635429382,0.7142857142857146
7,7,22,3,1.0,1.0000000000000004
7,7,38,3,1.0,1.0000000000000004
7,7,70,3,0.9030826091766357,0.4285714285714288
7,7,26,3,0.9074638485908508,0.7559289460184546
7,7,42,3,0.888025164604187,0.566946709513841
7,7,74,3,0.8058062195777893,0.0
7,7,50,3,0.9074638485908508,0.7559289460184546
7,7,82,3,0.9074638485908508,0.7559289460184546
7,7,98,3,0.7898371815681458,0.26726124191242445
7,7,28,3,0.9355591535568237,0.8451542547285168
7,7,44,3,0.9355591535568237,0.8451542547285168
7,7,76,3,0.9355591535568237,0.8451542547285168
7,7,52,3,1.0,1.0000000000000004
7,7,84,3,0.9355591535568237,0.8451542547285168
7,7,100,3,0.9355591535568237,0.8451542547285168
7,7,56,3,0.9074638485908508,0.7559289460184546
7,7,88,3,0.9074638485908508,0.7559289460184546
7,7,104,3,0.8562604188919067,0.5070925528371101
7,7,112,3,0.9074638485908508,0.7559289460184546
7,7,15,4,0.9940654635429382,0.7142857142857146
7,7,23,4,1.0,1.0000000000000004
7,7,39,4,1.0,1.0000000000000004
7,7,71,4,0.9866036772727966,0.6681531047810612
7,7,27,4,1.0,1.0000000000000004
7,7,43,4,1.0,1.0000000000000004
7,7,75,4,0.9940654635429382,0.7142857142857146
7,7,51,4,1.0,1.0000000000000004
7,7,83,4,1.0,1.0000000000000004
7,7,99,4,1.0,1.0000000000000004
7,7,29,4,1.0,1.0000000000000004
7,7,45,4,1.0,1.0000000000000004
7,7,77,4,0.9940654635429382,0.7142857142857146
