row_index,mode,top_sentence_id,sent_abs_mass,total_abs_mass,top_sentence_share
90,ITF_SM2T,0,0.5607350580394268,0.9999999161809683,0.5607351050397004
90,SM2T,0,1.0000000837026164,1.0000000837026164,1.0
90,T2T,0,1.0000000359723344,1.0000000359723344,1.0
91,IAF_SM2T,0,0.9999999441206455,0.9999999441206455,1.0
91,ITF_SM2T,0,1.0000000102445483,1.0000000102445483,1.0
91,SM2T,0,0.9999999704305083,0.9999999704305083,1.0
91,T2T,0,1.000000006519258,1.000000006519258,1.0
92,IAF_SM2T,0,1.0000000840518624,1.0000000840518624,1.0
92,ITF_SM2T,0,0.80161939188838,0.9999999813735485,0.801619406819705
92,SM2T,0,1.0000000630971044,1.0000000630971044,1.0
92,T2T,0,0.7346332157030702,0.9999999378342181,0.7346332613721213
93,IAF_SM2T,0,0.864657724276185,1.0,0.864657724276185
93,ITF_SM2T,1,0.5781284971162677,1.0000000139698386,0.578128489039906
93,SM2T,0,1.0000000224099495,1.0000000224099495,1.0
93,T2T,0,1.0000000508734956,1.0000000508734956,1.0
94,IAF_SM2T,0,1.0000000325962901,1.0000000325962901,1.0
94,ITF_SM2T,0,0.9999999552965164,0.9999999552965164,1.0
94,SM2T,0,0.9999999962747097,0.9999999962747097,1.0
94,T2T,0,0.9999999467981979,0.9999999467981979,1.0
95,IAF_SM2T,0,0.8320481376722455,1.0000000201398507,0.8320481209149206
95,ITF_SM2T,1,0.593719469383359,1.000000019557774,0.5937194577715279
95,SM2T,0,0.9999999506399035,0.9999999506399035,1.0
95,T2T,0,0.9999999906867743,0.9999999906867743,1.0
96,IAF_SM2T,0,0.9999999841675162,0.9999999841675162,1.0
96,ITF_SM2T,0,0.9999999674037099,0.9999999674037099,1.0
96,SM2T,0,0.9999999613501132,0.9999999613501132,1.0
96,T2T,1,0.5743008696008474,1.0000000421423465,0.5743008453984622
97,IAF_SM2T,0,0.9999999543651938,0.9999999543651938,1.0
97,ITF_SM2T,0,0.9999999534338713,0.9999999534338713,1.0
97,SM2T,0,0.9999999621650204,0.9999999621650204,1.0
97,T2T,0,1.0000000149011612,1.0000000149011612,1.0
98,IAF_SM2T,0,1.0000000814907253,1.0000000814907253,1.0
98,ITF_SM2T,1,0.5978727019391954,0.9999999466817826,0.5978727338167038
98,SM2T,0,1.000000006519258,1.000000006519258,1.0
98,T2T,0,0.9999999445863068,0.9999999445863068,1.0
99,IAF_SM2T,0,1.0000000093132257,1.0000000093132257,1.0
99,ITF_SM2T,0,0.7998731574043632,0.9999999878928065,0.7998731670885824
99,SM2T,0,1.0000000102445483,1.0000000102445483,1.0
99,T2T,0,1.0000000093132257,1.0000000093132257,1.0
