,ALL,T2*,S2*,*2T,*2S,T2T,T2S,S2T,SF2T,SM2T,S2S,SF2S,SM2S
arguments,0.0056681385781895905,0.0069565163350223756,0.011812716985648194,0.02639946314808632,-0.016572877419306284,0.04670214274984065,-0.0323669521324727,0.02095747718201262,0.02347726283321041,0.018443599948216344,0.0015989471591471868,-0.019442570887489803,0.02170111849987901
clausal_structure,0.004653164596505395,-0.0003924145298392349,0.009702619072577088,0.018620946709054363,-0.010330698921965635,-0.012708040222046026,0.011792450759387637,0.03876936661304461,0.05713767153888037,0.02044397649302279,-0.022858602380568964,-0.004872315826228865,-0.040052905872908405
coordination,-0.05222099253387402,-0.07741804345297983,-0.03701400933868613,-0.04781684808795079,-0.05701482552121849,-0.06459579680922146,-0.09010635533952159,-0.038220140777615624,-0.026107490003313364,-0.05030457908093283,-0.03578990534676394,-0.04535683259794282,-0.026668709799728223
core_structure,0.1104539012887953,0.18647956253053644,0.07540430438487614,0.13572038349687893,0.08348114556039146,0.2373693252162899,0.1361353554265481,0.08925920987119018,0.14942198906529286,0.029236940627416472,0.06012931427184506,0.043331033970898096,0.07620771780216062
function_words,-0.0811870392461927,-0.2656044938187083,0.011322753480254714,-0.08791366110261402,-0.07407300992413476,-0.32254225506407885,-0.20927873839281289,0.02382752933383861,-0.009016682741158442,0.05659513275613741,-0.0026605727662434324,0.023471800149270482,-0.027626674741775853
generic,-0.0402132977099081,-0.04526891327068321,-0.037994911897152865,-0.029924079184178817,-0.05130734168634816,-0.03548361931558499,-0.054951603670136163,-0.02755869807472309,-0.04608815276684216,-0.009072518948633099,-0.04982971150903333,-0.05213848234054038,-0.047649534875786465
modifiers,-0.043914123360091796,0.07025019290591673,-0.10584108680439094,-0.056860384016291426,-0.030077216139328164,0.033799708819370895,0.10631568914568644,-0.10282080374438568,-0.12894079243559053,-0.0767619055077074,-0.10959521303235278,-0.12228618532807796,-0.09752723236163355
punctuation,0.02628650616705377,-0.04101704941057214,0.021006643061443276,-0.018819334361227923,0.07472688950047292,-0.016321232887607853,-0.0654518438281189,-0.03824858526488499,-0.054802001634341214,-0.021733847995594312,0.08752719395637683,0.10500985469358459,0.07087035934543331
