,Mode_1,Mode_2,T_Statistic,P_Value,Degrees_of_Freedom,Sample_Size,Mean_Diff,Kurtosis_Diff,Shapiro_P,Cohens_dz,Significant_Adj,Shapiro_Significant,metric
191,*2S,SM2T,9.608907008179786,<0.01,404,405,0.07853712534738912,2.8259775925552217,6.017208109931989e-10,0.48,True,True,max
192,T2T,T2S,0.031500085121180646,0.97,342,343,0.0002346826420619041,9.449167123163393,3.082874345196093e-14,0.0,False,True,max
193,T2T,S2T,-6.0638542474254935,<0.01,324,325,-0.06864123053777103,0.0001293241828284053,0.8036668203886213,-0.34,True,False,max
194,T2T,SF2T,-2.110649878774629,0.04,324,325,-0.02271552082652656,0.09536580629227398,0.2340842003123472,-0.12,False,False,max
195,T2T,SM2T,-1.895734341030944,0.06,324,325,-0.021564899395721464,0.0016397450045420037,0.39105622711025717,-0.11,False,False,max
196,T2T,S2S,-5.4013064477251,<0.01,324,325,-0.054461477729133685,0.36450580859347914,0.14739833528877444,-0.3,True,False,max
197,T2T,SF2S,-0.3960148342646174,0.69,324,325,-0.004070874208297867,0.28161650474312827,0.16150914173845485,-0.02,False,False,max
198,T2T,SM2S,-0.8759076002328919,0.38,324,325,-0.008600348680495069,0.13226137682841088,0.35419514296398236,-0.05,False,False,max
199,T2S,S2T,-5.554085756381493,<0.01,324,325,-0.0658327256103691,0.6004082642634136,0.10322029518085776,-0.31,True,False,max
200,T2S,SF2T,-1.7194361797292321,0.09,324,325,-0.019907015899124626,0.46341958181472265,0.09090356365150283,-0.1,False,False,max
201,T2S,SM2T,-1.6049923848543326,0.11,324,325,-0.01875639446831953,0.5164362431404252,0.24943899282489088,-0.09,False,False,max
202,T2S,S2S,-4.860373703617702,<0.01,324,325,-0.051652972801731756,1.0287149902173525,0.00011524669904066822,-0.27,True,True,max
203,T2S,SF2S,-0.11644766984535232,0.91,324,325,-0.0012623692808959347,1.3319811252485954,5.2467043077701465e-05,-0.01,False,True,max
204,T2S,SM2S,-0.5580190606692342,0.58,324,325,-0.005791843753093137,0.7810180210271831,0.0005793890991278852,-0.03,False,True,max
205,S2T,S2S,0.5666544203386271,0.57,404,405,0.004308400383610049,4.957127646826116,3.0227546862351555e-16,0.03,False,True,max
206,S2T,SF2S,6.421990357982798,<0.01,404,405,0.050292923222123476,2.796488545994837,3.542534029403688e-13,0.32,True,True,max
207,S2T,SM2S,6.134997592130452,<0.01,404,405,0.04711740576880582,4.3662081661353165,4.786390621742599e-16,0.3,True,True,max
208,SF2T,SM2T,-0.37552530370835313,0.71,404,405,-0.002507495404117637,3.953103160172634,3.7881938696174003e-13,-0.02,False,True,max
209,SF2T,S2S,-5.458321407297496,<0.01,404,405,-0.04090329347937195,3.934632862404312,8.400699944280702e-13,-0.27,True,True,max
210,SF2T,SF2S,0.665767212804112,0.51,404,405,0.0050812293591414705,2.9577563408137877,2.2699181087900815e-11,0.03,False,True,max
211,SF2T,SM2S,0.2500878112643308,0.8,404,405,0.0019057119058238136,3.359220210242568,8.048788382248469e-13,0.01,False,True,max
212,SM2T,S2S,-5.086630292289805,<0.01,404,405,-0.03839579807525432,5.197787326566761,2.3012933657481554e-15,-0.25,True,True,max
213,SM2T,SF2S,0.9661385204493627,0.33,404,405,0.007588724763259108,3.03175451320148,6.531703006804322e-12,0.05,False,True,max
214,SM2T,SM2S,0.5850834402498964,0.56,404,405,0.004413207309941451,4.835636870657645,2.0199521233653844e-15,0.03,False,True,max
215,SF2S,SM2S,-0.4721098508737928,0.64,404,405,-0.003175517453317657,4.477783682652356,2.827337788250111e-14,-0.02,False,True,max
216,ALL,T2*,4.539599068648742,<0.01,342,343,0.0620378605863391,2.5282428407239923,6.785751613012732e-16,0.25,True,True,entropy
217,ALL,S2*,1.714766191739886,0.09,404,405,0.014503570569659984,11.07138675265733,1.7021903205369002e-26,0.09,False,True,entropy
218,ALL,*2T,7.946040869615297,<0.01,422,423,0.09358033504376041,5.870786773831583,4.485328172266056e-24,0.39,True,True,entropy
219,ALL,*2S,6.972702173711537,<0.01,422,423,0.08236821136248167,5.760262432776079,2.8823565657477656e-24,0.34,True,True,entropy
220,ALL,T2T,15.17529025390817,<0.01,342,343,0.34504663161851296,-1.0079698781695794,8.566712716738645e-13,0.82,True,True,entropy
221,ALL,T2S,12.802100346221248,<0.01,342,343,0.31742741533506014,-0.944833027964485,1.1936932682149093e-13,0.69,True,True,entropy
222,ALL,S2T,3.66446123866778,<0.01,404,405,0.05268668276830644,2.1449704520919566,2.49994977698501e-15,0.18,True,True,entropy
223,ALL,SF2T,19.510909314333627,<0.01,404,405,0.48429207637940225,-0.6680206847521313,9.238826103237852e-19,0.97,True,True,entropy
224,ALL,SM2T,21.41050026472427,<0.01,404,405,0.5149984185339287,-0.39535899193450197,2.0951327360403262e-19,1.06,True,True,entropy
225,ALL,S2S,4.522892143471393,<0.01,404,405,0.06577492497590051,1.7291950322878398,2.9778339029693614e-17,0.22,True,True,entropy
226,ALL,SF2S,20.39175833737476,<0.01,404,405,0.4918041792123759,-0.8733378328770467,6.060153325261742e-19,1.01,True,True,entropy
227,ALL,SM2S,19.997552584817615,<0.01,404,405,0.4920283126589399,-0.655371953913293,3.6766646037439455e-19,0.99,True,True,entropy
228,T2*,S2*,-2.44312404464781,0.02,324,325,-0.047400123385852366,2.088559324349476,8.560384715010355e-14,-0.14,False,True,entropy
229,T2*,S2T,-1.4280714142393012,0.15,324,325,-0.03019304590845042,1.7242928687997585,2.9471156430210243e-13,-0.08,False,True,entropy
230,T2*,SF2T,12.805114876543536,<0.01,324,325,0.3725255363757818,-0.8206133881536464,6.91559005586614e-14,0.71,True,True,entropy
231,T2*,SM2T,13.024433524181045,<0.01,324,325,0.38925190121449943,-0.6418330775941508,1.883933830509689e-14,0.72,True,True,entropy
232,T2*,S2S,0.3224164360124418,0.75,324,325,0.007233515232040416,1.4244221297615978,4.930757136870173e-14,0.02,False,True,entropy
233,T2*,SF2S,12.245927384563368,<0.01,324,325,0.35419446452148745,-0.9457513947593359,4.5443592727725066e-14,0.68,True,True,entropy
234,T2*,SM2S,12.127904480953031,<0.01,324,325,0.3606276154318212,-0.7332583627800666,3.6949260700112826e-14,0.67,True,True,entropy
235,S2*,T2T,12.869363020883362,<0.01,324,325,0.31886456892407333,-0.9090317839691964,3.461076183459922e-12,0.71,True,True,entropy
236,S2*,T2S,10.837271029066724,<0.01,324,325,0.29073143236586213,-0.9020707327507349,3.582625137753821e-13,0.6,True,True,entropy
237,*2T,*2S,-0.7122637033402098,0.48,422,423,-0.01121212368127876,3.3423558051433977,3.7372740561321686e-20,-0.03,False,True,entropy
238,*2T,T2S,8.913275547309164,<0.01,342,343,0.23080169678341442,-0.6885467596898747,1.7313896088251753e-12,0.48,True,True,entropy
239,*2T,S2S,-0.5265375350175309,0.6,404,405,-0.01012240356582015,1.5945433833638454,1.0485674992029279e-15,-0.03,False,True,entropy
240,*2T,SF2S,16.3335846762832,<0.01,404,405,0.41590685067065514,-0.668252422149402,1.0926099401087712e-16,0.81,True,True,entropy
241,*2T,SM2S,16.02815399991017,<0.01,404,405,0.4161309841172193,-0.47522328267925795,4.151763047976959e-17,0.8,True,True,entropy
242,*2S,T2T,11.028546954596388,<0.01,342,343,0.2522396712027185,-0.7148259568926254,1.966912167391771e-11,0.6,True,True,entropy
243,*2S,S2T,-0.6602998256217419,0.51,404,405,-0.01231532104903084,1.8056334754614083,1.243564042552881e-14,-0.03,False,True,entropy
244,*2S,SF2T,16.05133104978126,<0.01,404,405,0.41929007256206496,-0.46116076442216825,9.87281804427653e-17,0.8,True,True,entropy
245,*2S,SM2T,17.34541471156274,<0.01,404,405,0.4499964147165914,-0.3041408717199072,1.43614098647202e-17,0.86,True,True,entropy
246,T2T,T2S,-1.2071348364429764,0.23,342,343,-0.027619216283452784,1.675828941396042,1.6728785860135035e-19,-0.07,False,True,entropy
247,T2T,S2T,-10.946894853563146,<0.01,324,325,-0.3016574914466714,-0.7851551366673988,6.13896415866291e-13,-0.61,True,True,entropy
248,T2T,SF2T,3.181227751828764,<0.01,324,325,0.10106109083756082,-0.47602540177016506,2.805190327209255e-13,0.18,False,True,entropy
249,T2T,SM2T,3.65875207888599,<0.01,324,325,0.11778745567627845,-0.5302519265818866,3.4426747970486823e-13,0.2,True,True,entropy
250,T2T,S2S,-9.824134210106708,<0.01,324,325,-0.2642309303061806,-0.7005752611195111,2.625087612751126e-13,-0.54,True,True,entropy
251,T2T,SF2S,2.4361815030617353,0.02,324,325,0.08273001898326644,-0.6792681091686061,4.891314306024192e-14,0.14,False,True,entropy
252,T2T,SM2S,2.6428853010958644,0.01,324,325,0.08916316989360021,-0.6511754910522303,2.542912480135247e-13,0.15,False,True,entropy
253,T2S,S2T,-9.515523547522896,<0.01,324,325,-0.2735243548884601,-0.8008163965757795,7.075508031131395e-13,-0.53,True,True,entropy
254,T2S,SF2T,4.073962055713658,<0.01,324,325,0.1291942273957721,-0.4566958968754431,1.7571881600935525e-13,0.23,True,True,entropy
255,T2S,SM2T,4.536644512358667,<0.01,324,325,0.14592059223448975,-0.5412331954099248,1.3112347648303446e-13,0.25,True,True,entropy
256,T2S,S2S,-8.027619207696652,<0.01,324,325,-0.23609779374796938,-0.6275872070078043,1.3196824228988206e-12,-0.45,True,True,entropy
257,T2S,SF2S,3.3412527545911557,<0.01,324,325,0.11086315554147774,-0.6213258059341715,1.4961727286851797e-13,0.19,False,True,entropy
258,T2S,SM2S,3.692555325658073,<0.01,324,325,0.11729630645181151,-0.41869674070768115,3.957479527073804e-14,0.2,True,True,entropy
259,S2T,S2S,0.6240649875593725,0.53,404,405,0.013088242207594082,1.5686118086457252,6.291918775208917e-19,0.03,False,True,entropy
260,S2T,SF2S,16.593416052375172,<0.01,404,405,0.4391174964440695,-0.8125746408610346,1.0866818181410878e-18,0.82,True,True,entropy
261,S2T,SM2S,16.76687198936048,<0.01,404,405,0.43934162989063363,-0.872915884690292,5.345391818790771e-19,0.83,True,True,entropy
262,SF2T,SM2T,1.4412094498097365,0.15,404,405,0.030706342154526486,1.696021414417297,8.547430146012185e-24,0.07,False,True,entropy
263,SF2T,S2S,-15.134459019133807,<0.01,404,405,-0.4185171514035017,-0.5361687494352267,5.136848360085539e-19,-0.75,True,True,entropy
264,SF2T,SF2S,0.3309107163668136,0.74,404,405,0.007512102832973663,1.2239198022358009,7.755483777061898e-23,0.02,False,True,entropy
265,SF2T,SM2S,0.3305926166238097,0.74,404,405,0.007736236279537792,0.9965698380758652,3.9058859832464026e-22,0.02,False,True,entropy
266,SM2T,S2S,-16.422289743209472,<0.01,404,405,-0.4492234935580281,-0.404497977852067,2.0731339327865021e-19,-0.82,True,True,entropy
267,SM2T,SF2S,-0.9754343456723451,0.33,404,405,-0.023194239321552835,0.8880187501731647,5.146301528238913e-22,-0.05,False,True,entropy
268,SM2T,SM2S,-1.0940081008925047,0.27,404,405,-0.022970105874988697,1.834984466485916,4.652453956947421e-24,-0.05,False,True,entropy
269,SF2S,SM2S,0.009596823007440471,0.99,404,405,0.00022413344656412685,1.008268294419163,2.0489944677479531e-22,0.0,False,True,entropy
