,Mode_1,Mode_2,T_Statistic,P_Value,Degrees_of_Freedom,Sample_Size,Mean_Diff,Kurtosis_Diff,Shapiro_P,Cohens_dz,Significant_Adj,Shapiro_Significant,metric
196,SF2T,SM2S,2.859785687441354,0.01,99,100,0.036373043060302736,0.4696937138088231,0.0070805358819094845,0.29,False,True,max
197,SM2T,S2S,0.3745008784074227,0.71,99,100,0.003857623040676117,1.472127235814976,0.0053158997414501676,0.04,False,True,max
198,SM2T,SF2S,5.120750011886591,<0.01,99,100,0.05523776784539223,0.2567850492266852,0.012340824396380302,0.51,True,True,max
199,SM2T,SM2S,2.9428978914871298,<0.01,99,100,0.03651365518569946,1.4432311183451612,0.00046715832868263077,0.29,False,True,max
200,SF2S,SM2S,-1.6042554437286929,0.11,99,100,-0.018724112659692763,1.285812309644224,0.02410741862518772,-0.16,False,True,max
201,ALL,T2*,7.986666641313229,<0.01,99,100,0.04990884724529566,4.256829192238439,2.7570959538087625e-08,0.8,True,True,entropy
202,ALL,S2*,3.103035717392872,<0.01,99,100,0.007950355181123086,2.743747270727713,2.589558926515252e-09,0.31,False,True,entropy
203,ALL,*2T,15.254578630503023,<0.01,99,100,0.029423373267971228,1.0858977587938536,0.017099779112137923,1.53,True,True,entropy
204,ALL,*2S,10.13047209469481,<0.01,99,100,0.01679708287337939,1.3368500355689452,0.04095451139867096,1.01,True,True,entropy
205,ALL,T2T,10.713973500276117,<0.01,99,100,0.10941828900632065,2.571581450700992,5.335115258565894e-08,1.07,True,True,entropy
206,ALL,T2S,8.533663115079717,<0.01,99,100,0.10980801386899712,12.720375872936538,3.743662396015371e-11,0.85,True,True,entropy
207,ALL,S2T,9.832303400219482,<0.01,99,100,0.048037675762852575,0.47985567111214733,0.0023641587545573735,0.98,True,True,entropy
208,ALL,SF2T,10.774257487352301,<0.01,99,100,0.10556304881397853,2.6415225024828954,0.0012293413595037387,1.08,True,True,entropy
209,ALL,SM2T,10.921424862139368,<0.01,99,100,0.10405574487871987,0.13764389548658196,0.2163937960093244,1.09,True,False,entropy
210,ALL,S2S,6.902726958682389,<0.01,99,100,0.02598008617482068,0.6835339201962678,0.0012059627285518069,0.69,True,True,entropy
211,ALL,SF2S,9.543075112438693,<0.01,99,100,0.06700530706821453,-0.05369205138525723,0.77416178505603,0.95,True,False,entropy
212,ALL,SM2S,10.317852677854765,<0.01,99,100,0.08044521471861918,0.6887445679800326,0.01724604545774095,1.03,True,True,entropy
213,T2*,S2*,-4.828003818675993,<0.01,99,100,-0.041958492064172556,3.855163257297531,1.1150638499014096e-08,-0.48,True,True,entropy
214,T2*,S2T,-0.181945275981738,0.86,99,100,-0.0018711714824430714,3.1092041657802314,1.5619888913343194e-08,-0.02,False,True,entropy
215,T2*,SF2T,4.058564006737277,<0.01,99,100,0.055654201568682865,1.6895747687610534,9.741726181692524e-05,0.41,True,True,entropy
216,T2*,SM2T,3.8565619777034823,<0.01,99,100,0.054146897633424215,1.4005508800069189,0.0007579686804198712,0.39,True,True,entropy
217,T2*,S2S,-2.533069635322138,0.01,99,100,-0.023928761070474966,3.294746084629825,6.310141924793246e-08,-0.25,False,True,entropy
218,T2*,SF2S,1.46389491763432,0.15,99,100,0.017096459822918884,2.103424119934168,1.628371638578526e-05,0.15,False,True,entropy
219,T2*,SM2S,2.465234403211846,0.02,99,100,0.030536367473323535,1.864925738542154,3.5415927744782214e-05,0.25,False,True,entropy
220,S2*,T2T,8.255493730472406,<0.01,99,100,0.10146793382519759,2.7008760432879573,2.8694005305308384e-08,0.83,True,True,entropy
221,S2*,T2S,6.826266334497475,<0.01,99,100,0.10185765868787401,11.113072236466916,6.281435419846493e-11,0.68,True,True,entropy
222,*2T,*2S,-3.7624837958990245,<0.01,99,100,-0.012626290394591842,1.3562938616824836,0.015078887853528367,-0.38,True,True,entropy
223,*2T,T2S,5.874446911460716,<0.01,99,100,0.08038464060102588,12.79685765459229,2.0751300678080034e-11,0.59,True,True,entropy
224,*2T,S2S,-0.8041122983777454,0.42,99,100,-0.0034432870931505512,0.28532071874114573,0.12225015136749846,-0.08,False,False,entropy
225,*2T,SF2S,5.420287485289231,<0.01,99,100,0.0375819338002433,-0.3737203203981796,0.8290348353893819,0.54,True,False,entropy
226,*2T,SM2S,6.34107303069694,<0.01,99,100,0.05102184145064795,0.5239021231874679,0.058701771970876344,0.63,True,False,entropy
227,*2S,T2T,8.760935793061938,<0.01,99,100,0.09262120613294128,2.9754307570771736,6.479135397787149e-08,0.88,True,True,entropy
228,*2S,S2T,5.502059243201412,<0.01,99,100,0.03124059288947318,0.7938829313729796,0.0208201506630651,0.55,True,True,entropy
229,*2S,SF2T,8.496219775198693,<0.01,99,100,0.08876596594059913,2.805353772032962,0.0022883884151543854,0.85,True,True,entropy
230,*2S,SM2T,8.850050617556388,<0.01,99,100,0.08725866200534048,0.45199683032022664,0.45429078184285265,0.89,True,False,entropy
231,T2T,T2S,0.03293543351028505,0.97,99,100,0.00038972486267643656,5.976030451203078,1.8441529718454285e-07,0.0,False,True,entropy
232,T2T,S2T,-4.5049248129876025,<0.01,99,100,-0.0613806132434681,2.637070185426219,4.231670632338707e-08,-0.45,True,True,entropy
233,T2T,SF2T,-0.23851333830376334,0.81,99,100,-0.0038552401923421607,2.078394178584646,2.1911161955161354e-06,-0.02,False,True,entropy
234,T2T,SM2T,-0.3143497998933383,0.75,99,100,-0.00536254412760082,1.4188433742723037,0.00024198848365440011,-0.03,False,True,entropy
235,T2T,S2S,-6.494461058998138,<0.01,99,100,-0.08343820283149998,2.714336370988539,1.124577238031293e-08,-0.65,True,True,entropy
236,T2T,SF2S,-2.937431304125516,<0.01,99,100,-0.042412981938106144,2.47767282835063,4.5169796913056435e-07,-0.29,False,True,entropy
237,T2T,SM2S,-1.8801960019512474,0.06,99,100,-0.02897307428770149,1.970101455512073,3.7672160029083187e-07,-0.19,False,True,entropy
238,T2S,S2T,-3.8625022866969205,<0.01,99,100,-0.061770338106144546,10.165808699135663,3.230945105982779e-11,-0.39,True,True,entropy
239,T2S,SF2T,-0.22775614524026272,0.82,99,100,-0.004244965055018597,6.730836983403009,1.3207529561035087e-08,-0.02,False,True,entropy
240,T2S,SM2T,-0.30789107225724466,0.76,99,100,-0.005752268990277257,6.831693952267575,7.361378930813359e-09,-0.03,False,True,entropy
241,T2S,S2S,-5.385909382084751,<0.01,99,100,-0.08382792769417645,10.062465733890527,2.501852803392725e-10,-0.54,True,True,entropy
242,T2S,SF2S,-2.4746916462375497,0.02,99,100,-0.042802706800782575,7.76710322939914,1.3340671925348607e-08,-0.25,False,True,entropy
243,T2S,SM2S,-1.664119933745782,0.1,99,100,-0.02936279915037793,7.7185506139785325,4.426602169748005e-09,-0.17,False,True,entropy
244,S2T,S2S,-4.85315891632827,<0.01,99,100,-0.022057589588031893,0.813541847120157,0.010216824998630848,-0.49,True,True,entropy
245,S2T,SF2S,3.0252057671463737,<0.01,99,100,0.018967631305361957,0.17213599742782915,0.1990799354913168,0.3,False,False,entropy
246,S2T,SM2S,4.412861285458664,<0.01,99,100,0.032407538955766604,0.8851568756767092,0.003875181276858756,0.44,True,True,entropy
247,SF2T,SM2T,-0.1322333681225519,0.9,99,100,-0.0015073039352586604,3.072609109224177,0.0005207901855689723,-0.01,False,True,entropy
248,SF2T,S2S,-8.445607499611464,<0.01,99,100,-0.07958296263915783,5.8816069130523765,2.6979476421735692e-08,-0.84,True,True,entropy
249,SF2T,SF2S,-3.8181265532952926,<0.01,99,100,-0.03855774174576398,5.223729078155781,3.2123301755047516e-06,-0.38,True,True,entropy
250,SF2T,SM2S,-2.421458291921118,0.02,99,100,-0.02511783409535933,2.956098481838832,0.0006359801149910313,-0.24,False,True,entropy
251,SM2T,S2S,-9.271998512566007,<0.01,99,100,-0.07807565870389918,0.5614621464713534,0.002424866949754697,-0.93,True,True,entropy
252,SM2T,SF2S,-4.462526837777713,<0.01,99,100,-0.037050437810505314,0.07493264312887638,0.03406263714857936,-0.45,True,True,entropy
253,SM2T,SM2S,-2.3991649324537785,0.02,99,100,-0.023610530160100666,1.9270566181194564,0.0010814060424090741,-0.24,False,True,entropy
254,SF2S,SM2S,1.481227773309867,0.14,99,100,0.01343990765040465,1.93233019862289,0.002779978835368015,0.15,False,True,entropy
