index,Mode_1,Mode_2,T_Statistic,P_Value,Degrees_of_Freedom,Sample_Size,Mean_Diff,Kurtosis_Diff,Shapiro_P,Cohens_dz,Significant_Adj,Shapiro_Significant,metric,pos,level_0,Lang_1,Lang_2
23,SF2T,SM2T,1.9941681137488318,0.06,28.0,29.0,0.05064878519628335,0.14176162130109038,0.007887516873136862,0.37,False,True,gini,NOUN,,fr,fr
24,T2T,S2T,-0.4757312736599263,0.64,24.0,25.0,-0.025701115141380345,1.0607199750246492,0.2499411768375916,-0.1,False,False,top_20_mass,NOUN,,en,en
25,T2T,SF2T,-4.383033851908278,<0.01,24.0,25.0,-0.22572930039857161,1.4237294543622117,0.06317672690208995,-0.88,True,False,top_20_mass,NOUN,,en,en
26,T2T,SM2T,-4.3441505894439585,<0.01,24.0,25.0,-0.21535417256787018,2.325688400119459,0.0212129177573371,-0.87,True,True,top_20_mass,NOUN,,en,en
27,T2T,S2T,0.22719620835042817,0.82,26.0,27.0,0.009867506124890678,-0.6633935316913178,0.7771150041014231,0.04,False,False,top_20_mass,NOUN,,es,es
28,T2T,SF2T,-3.3025749333707233,<0.01,26.0,27.0,-0.14580400163016236,-0.9233968907050296,0.22818434712567093,-0.64,False,False,top_20_mass,NOUN,,es,es
29,T2T,SM2T,-2.761177283024245,0.01,26.0,27.0,-0.144093252059156,1.916394606927378,0.0893033538849414,-0.53,False,False,top_20_mass,NOUN,,es,es
30,T2T,S2T,-0.08079715883474495,0.94,27.0,28.0,-0.00318758480284115,-0.5610780337001557,0.6473558117143097,-0.02,False,False,top_20_mass,NOUN,,fr,fr
31,T2T,SF2T,-1.8950258034670664,0.07,27.0,28.0,-0.11645632632511267,3.8606013386513327,0.00017904272576307282,-0.36,False,True,top_20_mass,NOUN,,fr,fr
32,T2T,SM2T,-3.8613779005385513,<0.01,27.0,28.0,-0.13273637708493272,-0.7850592579172844,0.7525986590386751,-0.73,True,False,top_20_mass,NOUN,,fr,fr
33,SF2T,SM2T,0.41222593586332945,0.68,24.0,25.0,0.010375127830701419,3.0923348868646974,0.00042317009500028634,0.08,False,True,top_20_mass,NOUN,,en,en
34,SF2T,SM2T,0.0344956954502428,0.97,27.0,28.0,0.001649651372041812,6.825022056153216,7.466620683454223e-05,0.01,False,True,top_20_mass,NOUN,,es,es
35,SF2T,SM2T,0.2782637569091921,0.78,28.0,29.0,0.018764088921553075,3.684976043731977,5.777629634146713e-05,0.05,False,True,top_20_mass,NOUN,,fr,fr
36,T2T,S2T,-2.8911704335807005,0.01,24.0,25.0,-0.06578237190842628,1.2180429886515896,0.19495539651961682,-0.58,False,False,max,NOUN,,en,en
37,T2T,SF2T,-1.0273078791745076,0.31,24.0,25.0,-0.026438874062150716,1.2108487330049025,0.10272836829706698,-0.21,False,False,max,NOUN,,en,en
38,T2T,SM2T,-1.379239647307895,0.18,24.0,25.0,-0.026351506039500237,-0.5277674350110173,0.956128541598387,-0.28,False,False,max,NOUN,,en,en
39,T2T,S2T,-2.3735177044698474,0.03,26.0,27.0,-0.053864037687027896,1.6301889754396361,0.1407489929910932,-0.46,False,False,max,NOUN,,es,es
40,T2T,SF2T,-0.6054440757485424,0.55,26.0,27.0,-0.01328255715607493,3.8443666378604995,0.0056617955668693395,-0.12,False,True,max,NOUN,,es,es
41,T2T,SM2T,-1.397800629601526,0.17,26.0,27.0,-0.03326885457392092,0.5921841036513888,0.5882631252598988,-0.27,False,False,max,NOUN,,es,es
42,T2T,S2T,-2.3311037300696342,0.03,27.0,28.0,-0.046389720136565823,1.0203379910482147,0.783231787362271,-0.44,False,False,max,NOUN,,fr,fr
43,T2T,SF2T,-1.2180403446827963,0.23,27.0,28.0,-0.023743816784449985,1.008964446142806,0.17004581700184,-0.23,False,False,max,NOUN,,fr,fr
44,T2T,SM2T,-0.36648592547671704,0.72,27.0,28.0,-0.006873104455215591,1.9461108511220182,0.0671736624407171,-0.07,False,False,max,NOUN,,fr,fr
45,SF2T,SM2T,0.004489134984600831,1.0,24.0,25.0,8.736802265048027e-05,-0.4845384106541495,0.6819775239084248,0.0,False,False,max,NOUN,,en,en
46,SF2T,SM2T,-0.5828211794521719,0.56,27.0,28.0,-0.010053802714017885,1.5271613813104636,0.10045611458621104,-0.11,False,False,max,NOUN,,es,es
47,SF2T,SM2T,1.2760542656998872,0.21,28.0,29.0,0.01967004840743953,-0.049288159200109316,0.5922849257329276,0.24,False,False,max,NOUN,,fr,fr
48,T2T,S2T,-0.5280842321017922,0.6,24.0,25.0,-0.040664952562657446,0.7244879224769987,0.016112429787776404,-0.11,False,True,entropy,NOUN,,en,en
49,T2T,SF2T,4.557418149722304,<0.01,24.0,25.0,0.36526589618814725,-1.342008568512883,0.009642152932597275,0.91,True,True,entropy,NOUN,,en,en
50,T2T,SM2T,4.331451434969687,<0.01,24.0,25.0,0.3259344086942246,-1.0216822401966712,0.005332724913045394,0.87,True,True,entropy,NOUN,,en,en
51,T2T,S2T,-0.5932123932151343,0.56,26.0,27.0,-0.03354673712298907,2.704403290058198,0.0401700613864252,-0.11,False,True,entropy,NOUN,,es,es
52,T2T,SF2T,2.54316061051134,0.02,26.0,27.0,0.1706588288540008,-0.4754186798003217,0.003531590689544542,0.49,False,True,entropy,NOUN,,es,es
53,T2T,SM2T,2.2688160155016446,0.03,26.0,27.0,0.14911237335336283,-0.1549564267041612,0.041082178627542966,0.44,False,True,entropy,NOUN,,es,es
54,T2T,S2T,0.07033102551107435,0.94,27.0,28.0,0.0039272801037303195,4.834118286198529,0.0008331577096110229,0.01,False,True,entropy,NOUN,,fr,fr
55,T2T,SF2T,2.2662656757043864,0.03,27.0,28.0,0.18612075674212905,0.5918924246951236,0.13179634449953398,0.43,False,False,entropy,NOUN,,fr,fr
56,T2T,SM2T,2.683800216293986,0.01,27.0,28.0,0.1902537627547736,-0.0672897167719948,9.667391479574618e-05,0.51,False,True,entropy,NOUN,,fr,fr
57,SF2T,SM2T,-0.8327470141236711,0.41,24.0,25.0,-0.03933148749392267,8.220170737348761,2.4684223611226775e-06,-0.17,False,True,entropy,NOUN,,en,en
58,SF2T,SM2T,-0.29264177567556526,0.77,27.0,28.0,-0.02077693923275802,2.2273081283982235,0.00035072843865350026,-0.06,False,True,entropy,NOUN,,es,es
59,SF2T,SM2T,-0.4466876785901055,0.66,28.0,29.0,-0.030492270056756993,3.5580606498824503,6.691627402379478e-05,-0.08,False,True,entropy,NOUN,,fr,fr
0,T2T,S2T,-1.3380066589254351,0.19,25.0,26.0,-0.0192777037811585,1.0775530466164334,0.1517371653312705,-0.26,False,False,mean,ADP,,en,en
1,T2T,SF2T,-0.23054150752635974,0.82,25.0,26.0,-0.0037102851604756256,-0.06594803508605995,0.39712866187554297,-0.05,False,False,mean,ADP,,en,en
2,T2T,SM2T,-2.194423085581541,0.04,25.0,26.0,-0.03484512240184136,3.371865063710728,0.003488561218779592,-0.43,False,True,mean,ADP,,en,en
3,T2T,S2T,-3.6794326273616362,<0.01,26.0,27.0,-0.050126227130825964,2.0722453230916793,0.0003509256290553698,-0.71,True,True,mean,ADP,,es,es
4,T2T,SF2T,-3.6378564553017094,<0.01,26.0,27.0,-0.045869927297426775,-0.3764913370387837,0.4714528699021429,-0.7,True,False,mean,ADP,,es,es
5,T2T,SM2T,-3.174549242916494,<0.01,26.0,27.0,-0.05438252696422515,2.792868577569421,0.00011457699369217186,-0.61,False,True,mean,ADP,,es,es
6,T2T,S2T,-5.571136319122736,<0.01,25.0,26.0,-0.07897626174212563,0.1529368644149134,0.010961642339678994,-1.09,True,True,mean,ADP,,fr,fr
7,T2T,SF2T,-5.384267590668689,<0.01,25.0,26.0,-0.08502868648919945,3.0850673466711163,0.0027127447596419275,-1.06,True,True,mean,ADP,,fr,fr
8,T2T,SM2T,-4.408428323432112,<0.01,25.0,26.0,-0.07292383699505181,0.7114015804117262,0.01552156368384011,-0.86,True,True,mean,ADP,,fr,fr
9,SF2T,SM2T,-2.247167207922545,0.03,25.0,26.0,-0.03113483724136574,-0.40732928932481993,0.5568689053305071,-0.44,False,False,mean,ADP,,en,en
10,SF2T,SM2T,-0.6677407558688396,0.51,26.0,27.0,-0.008512599666798373,-0.5161852159560447,0.5254468497815481,-0.13,False,False,mean,ADP,,es,es
11,SF2T,SM2T,0.5527629248827424,0.59,26.0,27.0,0.00851284155664831,2.527014102662619,0.03239607646022812,0.11,False,True,mean,ADP,,fr,fr
12,T2T,S2T,-4.185329267853952,<0.01,25.0,26.0,-0.16371671335490848,-0.6456490327779272,0.1348955919275567,-0.82,True,False,gini,ADP,,en,en
13,T2T,SF2T,0.7251977310061247,0.48,25.0,26.0,0.013594259795963763,3.4470967526538754,1.0134719408673919e-05,0.14,False,True,gini,ADP,,en,en
14,T2T,SM2T,0.38801800584585894,0.7,25.0,26.0,0.009873255654048587,3.9926558033138733,2.9077089288726166e-05,0.08,False,True,gini,ADP,,en,en
15,T2T,S2T,-0.9308655469282721,0.36,26.0,27.0,-0.03805742170235521,-0.2469455117473225,0.5500721105341124,-0.18,False,False,gini,ADP,,es,es
16,T2T,SF2T,2.186267200732854,0.04,26.0,27.0,0.09262251561690069,-0.04932798282509898,0.43354370241829,0.42,False,False,gini,ADP,,es,es
17,T2T,SM2T,1.2617713712799432,0.22,26.0,27.0,0.05745134750388808,-0.42784270860407325,0.38136847150451336,0.24,False,False,gini,ADP,,es,es
18,T2T,S2T,1.1233590245346377,0.27,25.0,26.0,0.047969930276659266,-0.902806528960161,0.6096355002416998,0.22,False,False,gini,ADP,,fr,fr
19,T2T,SF2T,3.486935178986429,<0.01,25.0,26.0,0.1426362806531646,0.025863796463307498,0.3448630510815478,0.68,False,False,gini,ADP,,fr,fr
20,T2T,SM2T,3.1165462619815245,<0.01,25.0,26.0,0.13106414715367562,-0.9181647311544805,0.46107516339088017,0.61,False,False,gini,ADP,,fr,fr
21,SF2T,SM2T,-0.2220547036379502,0.83,25.0,26.0,-0.0037210041419151814,5.935860688103791,2.8414248762826253e-06,-0.04,False,True,gini,ADP,,en,en
22,SF2T,SM2T,-0.9740688243214447,0.34,26.0,27.0,-0.0351711681130126,1.1155627106409636,0.00233738200217965,-0.19,False,True,gini,ADP,,es,es
23,SF2T,SM2T,-0.4538693244575857,0.65,26.0,27.0,-0.011143535962470866,6.027556022810437,1.822428957584504e-05,-0.09,False,True,gini,ADP,,fr,fr
24,T2T,S2T,2.8063541800289418,0.01,25.0,26.0,0.17035843173653514,1.4371852535950476,0.0022980845490345723,0.55,False,True,top_20_mass,ADP,,en,en
25,T2T,SF2T,0.3749396693234041,0.71,25.0,26.0,0.033820943357410066,1.5822950044105868,6.642063424568367e-05,0.07,False,True,top_20_mass,ADP,,en,en
26,T2T,SM2T,-0.5700469827770648,0.57,25.0,26.0,-0.041558807848465044,3.352446378461088,1.9636681523935756e-05,-0.11,False,True,top_20_mass,ADP,,en,en
27,T2T,S2T,3.1243052938647597,<0.01,26.0,27.0,0.13543638161324617,-0.34503158855743576,0.5514945698378884,0.6,False,False,top_20_mass,ADP,,es,es
28,T2T,SF2T,-1.9382810479164894,0.06,26.0,27.0,-0.08247672579795053,1.172563732064587,0.026536939087015803,-0.37,False,True,top_20_mass,ADP,,es,es
29,T2T,SM2T,-3.7844380054790263,<0.01,26.0,27.0,-0.15022476995166212,-1.1195927428052688,0.096178692981146,-0.73,True,False,top_20_mass,ADP,,es,es
30,T2T,S2T,2.4671389209127685,0.02,25.0,26.0,0.12190904530406349,0.012930773741861135,0.050945194835771854,0.48,False,False,top_20_mass,ADP,,fr,fr
31,T2T,SF2T,-4.10133344297684,<0.01,25.0,26.0,-0.18353942271433313,-0.9132664142359594,0.22365974690511625,-0.8,True,False,top_20_mass,ADP,,fr,fr
32,T2T,SM2T,-3.1260772691483245,<0.01,25.0,26.0,-0.15156423996606472,-0.07744082260169938,0.2020018644799508,-0.61,False,False,top_20_mass,ADP,,fr,fr
33,SF2T,SM2T,-0.9540266683804514,0.35,25.0,26.0,-0.07537975120587509,2.6016805964652123,3.888099153527118e-06,-0.19,False,True,top_20_mass,ADP,,en,en
34,SF2T,SM2T,-1.3479444464516257,0.19,26.0,27.0,-0.06774804415371159,4.509559504131566,9.189403160728672e-05,-0.26,False,True,top_20_mass,ADP,,es,es
35,SF2T,SM2T,0.6943283083587913,0.49,26.0,27.0,0.030790916720554753,10.5998071492362,2.862058947587739e-07,0.13,False,True,top_20_mass,ADP,,fr,fr
36,T2T,S2T,-3.526693221126002,<0.01,25.0,26.0,-0.05543737802117203,2.216290741587194,0.013235557963415205,-0.69,True,True,max,ADP,,en,en
37,T2T,SF2T,-0.47741933008033477,0.64,25.0,26.0,-0.007987905499668648,-0.17268466718593833,0.4346437776827913,-0.09,False,False,max,ADP,,en,en
38,T2T,SM2T,-2.3662799843890214,0.03,25.0,26.0,-0.03834331767239536,2.7035982345847858,0.008841929662606836,-0.46,False,True,max,ADP,,en,en
39,T2T,S2T,-5.120662390519058,<0.01,26.0,27.0,-0.0783985091580285,1.2142023021199044,0.0012231765075597064,-0.99,True,True,max,ADP,,es,es
40,T2T,SF2T,-3.43521748302922,<0.01,26.0,27.0,-0.04523669148760813,-0.7421590297632599,0.1964633178451505,-0.66,False,False,max,ADP,,es,es
41,T2T,SM2T,-3.1306637142842604,<0.01,26.0,27.0,-0.05290468354467993,1.572771035465637,0.0023806972960776895,-0.6,False,True,max,ADP,,es,es
42,T2T,S2T,-4.930805800986847,<0.01,25.0,26.0,-0.1004352466418193,0.567521756400033,0.004458844416106105,-0.97,True,True,max,ADP,,fr,fr
43,T2T,SF2T,-4.024999152704472,<0.01,25.0,26.0,-0.07622640350690255,2.5613052266617604,0.0003882327440101229,-0.79,True,True,max,ADP,,fr,fr
44,T2T,SM2T,-2.9458605395883057,0.01,25.0,26.0,-0.06003429998572056,1.2029293645690737,0.002074225267559413,-0.58,False,True,max,ADP,,fr,fr
45,SF2T,SM2T,-2.047042232867967,0.05,25.0,26.0,-0.030355412172726713,-0.5920674708927973,0.5355285469298358,-0.4,False,False,max,ADP,,en,en
46,SF2T,SM2T,-0.5484631953801291,0.59,26.0,27.0,-0.007667992057071792,-0.3410001006991372,0.8537498396295492,-0.11,False,False,max,ADP,,es,es
47,SF2T,SM2T,0.7042730517596153,0.49,26.0,27.0,0.012448715804903596,1.098185439969936,0.3353310895981934,0.14,False,False,max,ADP,,fr,fr
48,T2T,S2T,-4.574877691038826,<0.01,25.0,26.0,-0.4253681096258279,-1.8091286476739357,0.00018174625000097418,-0.9,True,True,entropy,ADP,,en,en
49,T2T,SF2T,-0.4096113861447411,0.69,25.0,26.0,-0.04176257578849504,0.5963667340541865,0.00012547922190501206,-0.08,False,True,entropy,ADP,,en,en
50,T2T,SM2T,0.5114348192016092,0.61,25.0,26.0,0.049960798634934224,0.656197362560428,6.074861473836085e-05,0.1,False,True,entropy,ADP,,en,en
51,T2T,S2T,-2.1673861469988163,0.04,26.0,27.0,-0.1986303341961353,0.019689051557870485,0.02415966475962067,-0.42,False,True,entropy,ADP,,es,es
52,T2T,SF2T,2.5104056709906226,0.02,26.0,27.0,0.18548089756291783,-0.2309517914946606,0.00026858005581470554,0.48,False,True,entropy,ADP,,es,es
53,T2T,SM2T,3.6513598247904833,<0.01,26.0,27.0,0.29780138201801104,-1.4100462579909834,0.0005087147059638148,0.7,True,True,entropy,ADP,,es,es
54,T2T,S2T,-2.271556897794835,0.03,25.0,26.0,-0.20752897518928587,0.19905139503223968,0.013628296567113868,-0.45,False,True,entropy,ADP,,fr,fr
55,T2T,SF2T,3.989837739347261,<0.01,25.0,26.0,0.33297204245744383,-1.5194124301553467,0.00359228604991932,0.78,True,True,entropy,ADP,,fr,fr
56,T2T,SM2T,4.047778243441809,<0.01,25.0,26.0,0.3313729144947647,-1.5427183131147557,0.0032271946930121265,0.79,True,True,entropy,ADP,,fr,fr
57,SF2T,SM2T,1.0532036418770465,0.3,25.0,26.0,0.09172337442342925,1.3651583020980809,5.440141726729273e-06,0.21,False,True,entropy,ADP,,en,en
58,SF2T,SM2T,1.4392006855710342,0.16,26.0,27.0,0.11232048445509323,1.71242864838535,8.838612240306913e-05,0.28,False,True,entropy,ADP,,es,es
59,SF2T,SM2T,-0.026621838367405264,0.98,26.0,27.0,-0.001539901001098395,6.9396926538003445,1.3056222674499007e-06,-0.01,False,True,entropy,ADP,,fr,fr
0,T2T,S2T,0.385635569144645,0.71,6.0,7.0,0.005492419019526782,-1.027014906844657,0.677580334879818,0.15,False,False,mean,PROPN,,en,en
1,T2T,SF2T,-0.9483803483747378,0.38,6.0,7.0,-0.01403363601741742,-0.7405372159327155,0.5433052960031202,-0.36,False,False,mean,PROPN,,en,en
2,T2T,SM2T,1.607395161990339,0.16,6.0,7.0,0.025018474056470986,-0.7349932512882109,0.08157859003517948,0.61,False,False,mean,PROPN,,en,en
3,T2T,S2T,-2.0618837128438674,0.06,11.0,12.0,-0.05018261640216224,-0.5251802836721935,0.3642133504039304,-0.6,False,False,mean,PROPN,,es,es
4,T2T,SF2T,-0.5209128602485771,0.61,11.0,12.0,-0.013945705699734393,-0.16140719727408115,0.8302464155584643,-0.15,False,False,mean,PROPN,,es,es
5,T2T,SM2T,-2.961085616027491,0.01,11.0,12.0,-0.0864195271045901,-1.0293848405102786,0.5399291838207332,-0.85,False,False,mean,PROPN,,es,es
6,T2T,S2T,-0.16409267219296872,0.87,12.0,13.0,-0.004452886284315565,-0.07654399086465702,0.28827649525467136,-0.05,False,False,mean,PROPN,,fr,fr
7,T2T,SF2T,0.49272741645314033,0.63,12.0,13.0,0.011613616330671504,-0.43569841238393625,0.12147854822199748,0.14,False,False,mean,PROPN,,fr,fr
8,T2T,SM2T,-0.5442870240831685,0.6,12.0,13.0,-0.02051938889930264,1.015425344401229,0.26932786355000915,-0.15,False,False,mean,PROPN,,fr,fr
9,SF2T,SM2T,3.862341657584581,0.01,7.0,8.0,0.036549495918734465,-0.44674137183820584,0.42398235342515417,1.37,False,False,mean,PROPN,,en,en
10,SF2T,SM2T,-2.7361167912712183,0.02,12.0,13.0,-0.0700460547903696,-1.5744814187413685,0.10506989644773347,-0.76,False,False,mean,PROPN,,es,es
11,SF2T,SM2T,-1.1878955347860538,0.25,14.0,15.0,-0.0326410501823476,2.4306534734483956,0.010160170670030708,-0.31,False,True,mean,PROPN,,fr,fr
12,T2T,S2T,-0.8894526880369985,0.41,6.0,7.0,-0.06254353999616401,-1.1996016988966662,0.9196187979853802,-0.34,False,False,gini,PROPN,,en,en
13,T2T,SF2T,0.8199968086840198,0.44,6.0,7.0,0.057100525234359045,-1.4742047598174832,0.31887231670751554,0.31,False,False,gini,PROPN,,en,en
14,T2T,SM2T,0.10609639180197554,0.92,6.0,7.0,0.009536977342488016,-1.0004814934299633,0.4868071660286929,0.04,False,False,gini,PROPN,,en,en
15,T2T,S2T,0.1857158015573477,0.86,11.0,12.0,0.013510286619603367,-1.2574742077529275,0.3219049883264488,0.05,False,False,gini,PROPN,,es,es
16,T2T,SF2T,5.717119921627322,<0.01,11.0,12.0,0.25852122684158346,-1.2027513735063151,0.5288254339580497,1.65,True,False,gini,PROPN,,es,es
17,T2T,SM2T,4.110011858251904,<0.01,11.0,12.0,0.24509974049764893,1.5665084187128553,0.0719337744795431,1.19,False,False,gini,PROPN,,es,es
18,T2T,S2T,-1.827557104594919,0.09,12.0,13.0,-0.13709586316059413,-0.7417322207417891,0.46760458222850837,-0.51,False,False,gini,PROPN,,fr,fr
19,T2T,SF2T,1.0958758795199917,0.29,12.0,13.0,0.05908573424493535,1.144030131226116,0.015116732453742463,0.3,False,True,gini,PROPN,,fr,fr
20,T2T,SM2T,2.2146026853809646,0.05,12.0,13.0,0.0711663963551853,-0.3776345916158097,0.00025327946380393555,0.61,False,True,gini,PROPN,,fr,fr
21,SF2T,SM2T,-1.1431402622043947,0.29,7.0,8.0,-0.04161810440538716,-0.6674063703666278,0.007298142123537277,-0.4,False,True,gini,PROPN,,en,en
22,SF2T,SM2T,-0.5173079757383006,0.61,12.0,13.0,-0.01238906431747799,5.6248392326185375,1.082891527357267e-05,-0.14,False,True,gini,PROPN,,es,es
23,SF2T,SM2T,0.3917773742660025,0.7,14.0,15.0,0.010469907162216619,6.47704872068158,3.73494290458079e-06,0.1,False,True,gini,PROPN,,fr,fr
24,T2T,S2T,-0.5599072006759492,0.6,6.0,7.0,-0.05804266430360363,-0.5956107908304835,0.31398439164544223,-0.21,False,False,top_20_mass,PROPN,,en,en
25,T2T,SF2T,-2.829626417274982,0.03,6.0,7.0,-0.2736664030043926,-0.7641045278269503,0.3370342140939297,-1.07,False,False,top_20_mass,PROPN,,en,en
26,T2T,SM2T,-3.624526816595651,0.01,6.0,7.0,-0.3396743399279293,-0.9989657905045122,0.9467168524934972,-1.37,False,False,top_20_mass,PROPN,,en,en
27,T2T,S2T,-2.6178974234909327,0.02,11.0,12.0,-0.16985430820718292,0.43779623376904864,0.7155567042210598,-0.76,False,False,top_20_mass,PROPN,,es,es
28,T2T,SF2T,-1.0672586932174688,0.31,11.0,12.0,-0.15455478897890795,-0.6536271466499102,0.01986979065967556,-0.31,False,True,top_20_mass,PROPN,,es,es
29,T2T,SM2T,-8.45357502469224,<0.01,11.0,12.0,-0.41797626883322964,-1.3086188861863597,0.33686940439022145,-2.44,True,False,top_20_mass,PROPN,,es,es
30,T2T,S2T,2.8888754731916992,0.01,12.0,13.0,0.1989081288489965,-1.4512558433343457,0.05671919669772837,0.8,False,False,top_20_mass,PROPN,,fr,fr
31,T2T,SF2T,0.23704917771013245,0.82,12.0,13.0,0.024262976429977188,2.136390104901693,0.015390540681790068,0.07,False,True,top_20_mass,PROPN,,fr,fr
32,T2T,SM2T,0.49911096763249335,0.63,12.0,13.0,0.0464277389216089,3.2406240496402354,0.0015928867705282176,0.14,False,True,top_20_mass,PROPN,,fr,fr
33,SF2T,SM2T,-1.434153125371811,0.19,7.0,8.0,-0.05775694480809459,-0.0029638885013905103,0.0004116286726043976,-0.51,False,True,top_20_mass,PROPN,,en,en
34,SF2T,SM2T,-1.9927019034746452,0.07,12.0,13.0,-0.243158289096297,-0.5201677861605667,0.0001504683151702365,-0.55,False,True,top_20_mass,PROPN,,es,es
35,SF2T,SM2T,0.18949201424151502,0.85,14.0,15.0,0.01920946082608081,3.49828565798773,0.00025475337721580073,0.05,False,True,top_20_mass,PROPN,,fr,fr
36,T2T,S2T,-0.3556475877650343,0.73,6.0,7.0,-0.00956475202526365,-0.906269768663023,0.9346240412158652,-0.13,False,False,max,PROPN,,en,en
37,T2T,SF2T,0.18058963461246053,0.86,6.0,7.0,0.0038040652871131897,-0.42224363673360843,0.9371937200128896,0.07,False,False,max,PROPN,,en,en
38,T2T,SM2T,0.8879929699179501,0.41,6.0,7.0,0.03058686213833945,-0.6033752259185898,0.9994206423035707,0.34,False,False,max,PROPN,,en,en
39,T2T,S2T,-1.78219479777291,0.1,11.0,12.0,-0.052511329762637615,0.7404758821346209,0.47844508124590596,-0.51,False,False,max,PROPN,,es,es
40,T2T,SF2T,1.2268587796612127,0.25,11.0,12.0,0.03559770124653975,-1.2062989529773205,0.8085002291714736,0.35,False,False,max,PROPN,,es,es
41,T2T,SM2T,-1.2731314313084785,0.23,11.0,12.0,-0.041679624875541776,0.0338049127563127,0.7357743225838023,-0.37,False,False,max,PROPN,,es,es
42,T2T,S2T,-1.1187451115750624,0.29,12.0,13.0,-0.04036269225896551,-0.11501457171537988,0.5651784660709526,-0.31,False,False,max,PROPN,,fr,fr
43,T2T,SF2T,0.556155297504084,0.59,12.0,13.0,0.0145548695436446,-0.4787242638314151,0.8330607071513382,0.15,False,False,max,PROPN,,fr,fr
44,T2T,SM2T,-0.36784446338319066,0.72,12.0,13.0,-0.014358191858403958,0.3791411259997379,0.262651910171361,-0.1,False,False,max,PROPN,,fr,fr
45,SF2T,SM2T,1.4267042232177527,0.2,7.0,8.0,0.025813846848905087,1.9952978652338702,0.006217463710775032,0.5,False,True,max,PROPN,,en,en
46,SF2T,SM2T,-2.9499499736334145,0.01,12.0,13.0,-0.0744800591447319,-1.4830573745072484,0.1753764763797943,-0.82,False,False,max,PROPN,,es,es
47,SF2T,SM2T,-1.0219915940071433,0.32,14.0,15.0,-0.029850432198145427,1.7429486245079975,0.07003729534627344,-0.26,False,False,max,PROPN,,fr,fr
48,T2T,S2T,-0.6779903271268528,0.52,6.0,7.0,-0.1062401770940508,1.180602645935931,0.026201844211372362,-0.26,False,True,entropy,PROPN,,en,en
49,T2T,SF2T,2.766206085794489,0.03,6.0,7.0,0.4418335381559267,-1.7828605048277704,0.06695157532389548,1.05,False,False,entropy,PROPN,,en,en
50,T2T,SM2T,3.1256771222789554,0.02,6.0,7.0,0.5005995402671298,-1.8344641736972533,0.04333991416661189,1.18,False,True,entropy,PROPN,,en,en
51,T2T,S2T,1.2655365826668936,0.23,11.0,12.0,0.16710400518856958,-0.7332025525970751,0.2782643116869029,0.37,False,False,entropy,PROPN,,es,es
52,T2T,SF2T,2.9693655711539533,0.01,11.0,12.0,0.4006206153359099,-1.3097511601924492,0.17684628733299634,0.86,False,False,entropy,PROPN,,es,es
53,T2T,SM2T,8.16116253857995,<0.01,11.0,12.0,0.6851455533879945,1.4255347428262342,0.032687479224272196,2.36,True,True,entropy,PROPN,,es,es
54,T2T,S2T,-2.774197727552959,0.02,12.0,13.0,-0.39969085572721824,-1.4834867904518068,0.06855277743457931,-0.77,False,False,entropy,PROPN,,fr,fr
55,T2T,SF2T,0.3450291261069118,0.74,12.0,13.0,0.055595155058042175,-0.49501542800863163,0.042769456295231004,0.1,False,True,entropy,PROPN,,fr,fr
56,T2T,SM2T,0.0636071470842787,0.95,12.0,13.0,0.00864703325155406,0.6570502789298058,0.011678999136060348,0.02,False,True,entropy,PROPN,,fr,fr
57,SF2T,SM2T,0.8525550436182664,0.42,7.0,8.0,0.05142025184730277,1.5327894531045674,0.005999730205146487,0.3,False,True,entropy,PROPN,,en,en
58,SF2T,SM2T,2.137911687988952,0.05,12.0,13.0,0.26263840435577046,-0.7915129417594331,0.00018233045680199564,0.59,False,True,entropy,PROPN,,es,es
59,SF2T,SM2T,-0.34631806226822537,0.73,14.0,15.0,-0.04068837223228969,1.7438887811237844,0.00031463029019114367,-0.09,False,True,entropy,PROPN,,fr,fr
0,T2T,S2T,-2.449979816133031,0.03,17.0,18.0,-0.05271204659732542,0.47473922175051664,0.04017065281241094,-0.58,False,True,mean,PRON,,en,en
1,T2T,SF2T,-2.574148692293709,0.02,17.0,18.0,-0.05767254611580736,3.376813088598558,0.0022866955487695585,-0.61,False,True,mean,PRON,,en,en
2,T2T,SM2T,-1.424520668085768,0.17,17.0,18.0,-0.047751547078843465,5.367224215066743,0.000356524220457773,-0.34,False,True,mean,PRON,,en,en
3,T2T,S2T,-2.2437639422213462,0.06,7.0,8.0,-0.07525004830677062,0.328380192497677,0.17169389598645718,-0.79,False,False,mean,PRON,,es,es
4,T2T,SF2T,-2.6749559614699416,0.03,7.0,8.0,-0.08700824109837413,-1.1726092886699306,0.4540344335505988,-0.95,False,False,mean,PRON,,es,es
5,T2T,SM2T,-1.6764529099748173,0.14,7.0,8.0,-0.06349185551516712,1.7577168414797555,0.008400509531899716,-0.59,False,True,mean,PRON,,es,es
6,T2T,S2T,-0.7186536690088674,0.49,12.0,13.0,-0.016892747804283716,1.7738364695856674,0.029665995664821046,-0.2,False,True,mean,PRON,,fr,fr
7,T2T,SF2T,-0.7474828517738404,0.47,12.0,13.0,-0.0233193225084016,3.9648600539490397,0.001409465059682043,-0.21,False,True,mean,PRON,,fr,fr
8,T2T,SM2T,-0.5345774438190924,0.6,12.0,13.0,-0.010466173100165834,-0.3849422789692034,0.5429157161100482,-0.15,False,False,mean,PRON,,fr,fr
